id,label
53691,1
69812,1
47590,1
16052,1
37201,0
29857,1
9436,0
49580,0
6827,1
21507,1
53647,0
42530,1
12690,1
41863,0
43125,0
87654,1
68045,1
72306,1
35972,1
10782,0
56342,0
38726,1
8426,0
69875,1
71035,1
5346,1
41027,1
95476,1
71250,0
91487,0
65714,1
62917,1
39187,0
2641,1
10387,0
24716,0
94037,1
31976,0
96013,0
98437,1
48957,0
69375,1
64081,0
45820,1
25641,0
86301,0
58460,1
61047,1
25710,0
48023,0
4967,1
63542,0
5142,1
54236,1
83514,1
53640,1
30216,0
60857,1
71260,1
24306,1
58976,1
58412,1
13587,1
85274,1
19284,1
34016,1
62781,0
80157,1
57632,0
90524,1
90362,0
49603,1
98326,0
6594,1
14876,0
34685,1
38920,1
91680,1
52940,1
89647,0
83016,1
40376,1
89230,0
23741,1
70682,1
73092,1
15387,0
19253,1
65827,1
57846,0
12945,0
72481,0
97512,0
29364,0
87136,1
26785,0
52786,1
42895,1
50863,1
90326,0
83947,1
38261,1
8925,0
16840,1
63974,1
53972,1
97506,0
31685,1
54137,1
81056,1
78594,1
98613,0
87061,1
98217,0
8132,1
96432,1
49801,0
81205,0
4982,1
84793,1
13672,1
75416,0
83401,1
43820,1
35627,1
60425,0
53196,1
60714,1
32697,1
27491,1
71693,1
46035,0
43017,0
90352,1
34965,1
86420,1
75304,1
58437,0
90163,1
82604,1
26093,1
85104,0
43596,1
98365,1
28541,1
76984,1
83942,1
34905,1
14872,0
3196,0
73612,0
38297,0
96327,1
10642,0
92640,1
46201,0
96370,0
71824,1
31420,1
9216,1
15023,0
75310,0
52193,1
90132,1
75962,0
4851,0
62915,0
26590,0
90451,1
95164,1
46390,1
90627,1
16430,0
27310,1
73254,0
47935,0
58297,1
5187,1
29345,1
26813,1
83096,0
19306,1
3562,0
91403,1
78036,0
37854,1
23087,1
62974,1
28176,0
63017,0
81604,1
10647,1
89173,0
25940,0
78953,0
19470,0
73456,0
34082,0
16470,1
65307,0
57980,1
35081,1
8673,0
21036,0
53082,1
2937,1
60435,1
67520,0
81295,1
19382,1
81746,0
37261,1
53021,0
37690,1
20314,1
12560,1
32796,1
63792,1
40165,1
93642,0
56701,1
18965,1
52871,0
97852,1
53167,0
98706,0
28306,0
60792,1
63425,1
4763,1
19402,1
14682,1
84203,0
82436,1
50691,1
7425,1
72054,1
43186,1
52680,1
45701,1
79805,0
95162,1
78513,1
98361,1
93581,1
19840,1
92653,1
10397,0
29473,1
7934,0
54701,0
85267,0
57046,1
8612,0
1762,1
17534,0
52804,0
53176,1
98315,1
1562,0
21456,1
87095,1
41082,1
97582,0
50762,0
56307,1
59120,0
89657,0
59860,0
43591,1
7832,1
46153,1
30126,0
96027,0
15340,1
60315,1
14750,1
79816,1
57410,1
46892,0
38576,1
93756,0
82137,0
56243,0
36592,1
83754,0
95027,1
50416,0
41967,0
7315,0
7352,1
2451,1
76012,1
64370,0
20173,1
8427,1
27096,1
40527,0
86302,0
60834,0
75014,1
43627,0
76853,1
17094,1
76120,0
16584,1
3742,0
18603,1
46015,1
12506,0
32071,0
42867,1
12493,1
58203,1
2567,1
3485,1
17254,1
17340,0
75493,1
80915,1
52074,1
83520,1
75084,0
71023,0
49510,1
38952,0
76830,1
26705,1
1874,1
36104,0
38061,1
62584,0
31624,0
91573,1
87954,1
76945,0
28364,0
96145,0
79132,0
31987,1
10756,1
84720,0
53764,0
95413,0
3761,1
57864,0
20893,1
6281,1
49830,1
23150,0
75981,1
90367,1
12394,0
12396,0
93520,0
70653,0
82713,1
90283,0
43256,1
87904,1
29617,0
69514,0
60182,0
89435,0
10536,1
90653,0
51672,1
81642,0
74910,0
42803,1
3527,1
38602,1
10697,0
31526,1
98621,1
89701,1
30894,0
69845,1
51670,1
40327,1
14862,1
49813,1
79641,1
80921,1
70234,0
79413,1
9375,1
26754,1
57326,1
82453,1
19357,1
14365,1
25714,0
4371,0
72163,1
31540,1
80536,0
91570,1
80253,1
19874,1
48327,1
37821,0
8374,0
39762,0
46897,1
31482,1
71843,1
83925,1
91274,0
8943,1
82193,0
8153,1
16735,1
67532,0
43795,1
2697,0
98310,0
12934,1
10486,1
39751,1
42960,1
61893,0
48632,1
76803,1
14056,1
1425,0
72150,1
13947,1
53961,1
17324,1
31957,0
40231,1
94651,0
60924,1
85473,1
85196,1
2437,1
39172,1
14732,1
45893,0
84017,1
49731,1
39672,0
54721,0
59360,0
65387,1
49865,0
91243,0
62784,1
74205,1
32054,0
28564,0
95421,0
67281,0
90617,0
1397,1
1594,0
57324,0
84752,1
58936,1
72360,0
72016,1
59634,0
42381,0
26084,0
14527,1
78240,0
92315,1
90235,1
1285,1
38652,1
89032,0
8914,1
31850,1
29015,0
48195,1
37264,1
74396,0
74103,1
31672,0
50981,0
60281,1
10965,0
71092,1
75912,0
30427,0
49716,1
60742,1
80324,1
82716,1
2183,0
68927,0
27063,0
90187,0
2587,1
68457,1
10746,1
65097,0
79152,1
52376,1
18475,1
86920,1
79230,1
12804,0
24517,0
13420,1
64310,1
21367,1
68027,0
47063,0
80314,1
7816,1
24365,0
40397,1
34267,0
9461,0
95014,1
14796,1
15740,1
59873,1
19820,0
56983,1
37891,1
32091,0
70325,1
15932,1
41257,1
30624,0
60837,1
28576,0
29035,0
8726,0
19423,1
8361,0
14673,0
50714,0
83591,1
72193,1
96371,1
29746,0
57340,1
4362,0
47280,1
38290,1
19623,1
81932,1
23685,1
25413,1
90512,1
28015,0
48965,1
69273,1
73501,1
12703,1
21867,1
92864,0
52190,1
56714,1
58423,0
13287,1
16085,1
49537,0
18563,1
67584,1
60897,1
10627,0
3692,1
28967,1
67015,1
98341,1
79810,0
7284,1
82731,1
30921,0
47562,1
79586,1
18732,0
27103,1
64032,1
84627,0
71805,1
58760,0
8245,1
18067,1
5296,1
72961,1
7245,1
58621,0
89371,1
95637,1
4632,1
6245,0
89673,1
92810,1
18642,0
86923,0
19386,1
84123,1
75183,1
86320,1
51024,0
39871,1
65123,1
45217,0
1893,1
68510,1
45132,1
90637,0
57941,0
41237,0
75396,0
78093,1
83421,0
72390,1
30264,0
84732,0
8794,0
79340,1
50816,1
31695,1
78023,1
41320,1
61972,1
32795,1
79150,1
72980,1
20871,1
87236,0
14567,1
3581,1
71560,0
25684,1
93705,1
59762,1
43976,0
20396,0
9316,0
2193,1
50627,1
56312,0
5431,1
86502,0
94762,1
37680,1
63152,1
80654,1
63582,0
92680,1
81496,1
21584,1
30261,1
29876,1
27681,1
37496,0
45293,1
79524,0
2164,1
35916,0
52103,0
56023,1
49605,0
89403,1
93712,1
2794,1
95647,1
21846,1
87106,0
23876,0
27380,1
19034,1
13702,1
36142,0
49127,1
9812,1
82701,1
29176,1
37824,0
38274,1
97146,0
59781,0
28571,0
62594,1
4165,0
71534,1
7415,1
14367,1
24560,0
29310,0
39217,1
41290,1
63704,1
34281,1
4796,1
3571,1
30581,1
4957,0
90276,1
4785,0
30246,0
96315,1
51396,1
65127,1
39851,1
46093,1
20591,1
61835,0
28053,0
86490,1
96781,1
60534,1
34065,0
67820,1
51920,1
15230,1
23597,1
70964,0
49261,1
16807,0
36970,1
59341,1
31705,1
74863,1
39417,0
40596,0
72045,0
31905,1
56302,1
24601,1
32701,1
95036,1
57462,1
30821,1
3165,1
61983,1
59187,1
64037,0
60784,1
29716,1
27053,1
5374,0
49307,1
52916,1
29417,1
59870,1
71840,1
6453,1
54176,0
76540,1
95863,1
17382,0
20836,1
58341,1
68902,0
14907,0
90173,0
20651,1
9174,0
23056,0
61897,1
49582,0
69127,1
38150,1
26437,1
57243,0
45196,1
97401,0
25681,1
70326,1
38902,1
71395,1
96174,1
74810,1
41283,1
72096,1
94253,1
72091,1
64150,1
93105,0
98735,1
67594,1
49205,1
86423,1
4932,1
85406,0
34682,0
4567,0
87941,1
42951,1
26981,1
28497,1
71856,1
25380,0
57146,1
53712,0
24160,1
30621,1
97421,0
71653,1
84270,1
85361,1
12630,0
18752,1
57943,1
6783,0
31642,0
16482,1
18562,0
75492,0
60852,1
89765,0
67140,1
28493,0
42875,1
96451,0
68705,1
97154,1
73546,0
38601,1
47593,0
4925,1
84307,1
36271,1
74105,0
20613,1
39284,0
17203,0
59276,0
29073,1
65034,1
20634,1
79256,0
42103,0
32945,1
96382,0
93125,0
92147,0
17562,1
65803,1
43586,1
1834,1
36907,1
3985,0
40876,0
57264,1
43021,1
4853,0
93584,0
78021,1
52896,1
12845,1
80216,0
29071,0
48302,0
28350,1
15927,0
5694,1
97406,0
3857,1
14896,0
3174,0
30547,0
37640,1
63951,1
29187,1
19084,1
40586,1
32596,0
43861,0
59127,1
10794,0
6831,1
8697,1
13825,1
83124,1
23941,1
63075,0
92816,1
72491,0
8725,1
89473,0
60527,1
94172,1
86521,0
13475,0
38794,0
4687,1
78042,1
52084,0
10875,1
16370,0
85740,0
19873,0
30497,0
61592,0
78946,0
46573,1
81605,0
67302,1
58260,0
94025,1
97143,1
30971,0
49081,1
64912,0
39064,1
73592,1
68017,0
34625,0
10532,1
59827,0
19560,1
34527,1
2486,0
73286,0
38594,0
25130,1
9643,0
38907,0
31647,0
94681,1
49012,1
94576,0
30865,1
56893,1
72684,1
84052,0
23967,1
51962,1
85601,0
67912,1
68543,1
60123,0
7214,1
51467,1
34762,1
52410,1
65190,0
3125,1
68491,1
29043,1
32476,0
43892,1
14890,1
96124,1
49237,1
10634,1
36852,0
67284,1
89317,1
17590,0
8215,1
60597,0
84372,1
82451,1
74521,1
47305,1
47026,0
17462,1
71420,0
52187,1
58012,1
72854,0
84032,0
10836,1
62754,0
91625,0
26481,1
59482,1
73820,1
38946,0
29847,1
97241,0
18704,1
83617,0
12594,0
54097,1
27845,1
89104,1
16925,1
59403,1
94210,1
36047,0
30941,0
65130,1
38456,1
61847,0
59076,0
9237,0
93162,1
80634,0
25604,0
26107,1
40237,0
50794,0
13567,1
39610,0
63172,1
49315,0
65281,0
37942,0
71352,0
9825,1
97185,0
21596,0
79625,0
38097,1
41072,0
96241,0
26457,1
39710,0
7426,1
6287,1
38120,1
19387,1
75406,1
61385,0
87320,0
65891,1
34571,0
92605,1
80695,1
37056,0
79504,1
68304,0
40361,0
78263,0
97053,1
54217,1
2683,1
34807,1
13972,0
15632,1
93602,1
34902,1
86405,1
43897,1
16245,1
18654,0
18794,1
9257,1
68350,1
93015,1
64810,0
78542,1
82630,1
12640,1
53897,0
85061,1
48295,0
24107,0
25316,1
78652,0
32785,0
58601,1
63195,1
64250,1
85642,0
78614,1
14073,1
86035,0
50921,1
39857,1
87206,1
32546,1
38056,0
65243,1
3876,1
93185,0
47025,0
89216,1
24837,1
70893,1
56120,1
82473,1
54982,0
70182,1
46890,1
57086,1
21654,0
98274,1
98401,1
13457,1
60217,1
15324,0
81067,1
10723,1
6947,1
87064,0
24850,0
39074,0
40587,1
